name,salary,demand,job_des,location
区块链研发工程师,20000-40000元,北京5-10年本科,"职位诱惑：大牛云集,硅谷文化,免费三餐,租房补贴职位描述：ContentBox是面向数字内容产业的区块链平台，致力于让用户、内容创作者、合作商和广告商共享以代币为基础架构的生态系统。团队成员来自Google、Facebook、5miles、小米、腾讯等全球领先的科技公司，拥有十年以上的技术开发经验。ContentBox已经完成了来自108家投资人的私募，包括 Nirvana，策源，真格，节点，了得，BlockVC，LinkVC，沈波，田甲，Sora Ventures，JRR， IMO ventures，IOST，LYVC，Spark，Dimension11，SKY9等。职责：参与区块链相关技术与服务的研究，设计和开发工作；开发高质量的代码和测试用例，实现区块链核心算法和同步协议；应用持续集成工具构建、测试、发布区块链产品并保证质量；研究国内外区块链相关前沿技术，提供区块链服务解决方案；要求：计算机或信息技术相关专业，本科以上学历；有Golang语言开发经验的优先;熟悉并掌握至少一种后端开发语言Java/Python/C++/Go/Rust；熟练掌握数据结构、算法、操作系统及分布式计算基础等相关专业知识；了解安全相关的技术和算法，比如PKI、椭圆曲线、秘钥分发等；了解Bitcoin、Ethereum相关开发知识和主流共识算法；理解区块链的意义，对区块链相关技术充满热情；有实际开发经验者优先；具备良好的沟通表达能力和快速学习能力；我们提供：有竞争力的薪酬，奖金与 BOX 激励；全面的福利：七险一金，全日餐食零食以及租房补贴；良好的人文环境与成长平台；与充满激情的小伙伴一起用技术改变世界的机会;古希腊的德尔斐神庙里最触目惊心的几个字就是“认识你自己”（Know thyself），我们也在终其一生探索自己。希望你能加入 ContentBox 的团队，和我们一路共同发现更好的自己，共创更美好的科技未来。",北京市 朝阳区 悠乐汇
区块链开发工程师,20000-40000元,深圳1-3年本科,"1、负责公司Android和iOS钱包的设计和研发。2、负责基于区块链技术的公有链、联盟链的应用开发；研究、开发并实现区块链协议、运行机制、加密技术、共识算法和底层实现；3、积极探索区块链技术在数字资产、产品追溯、身份验证等应用的落地场景，为公司业务发展提供持续支撑；4、促进团队技术进步与创新，参与公司技术研发体系搭建.任职资格：1、本科以上学历，计算机软件等相关专业，3年以上软件开发经验，2年以上区块链相关开发经验2、深刻了解区块链底层技术原理，熟悉p2p网络和分布式存储，熟悉主流的共识机制，对比特币系统或者其他区块链项目拥有清晰的认识，对区块链行业发展拥有独到的见解；3、精通java、C/C++ ，熟练掌握Java，C++，Go，Node.js, Python等主流区块链系统开发语言至少两种。熟悉分布式事务，熟悉面向对象技术,设计模式；4、理解各类主流的共识算法，包括不限于PoW、PoS、DPoS、PBFT、Paxos、Raft等；5、熟悉Ethereum、Bitcoin、Hyperledger fabric等主流区块链开源项目的实现机制及运行原理；6、有组建、带领团队经验；7、沟通能力强，协调能力强。有能力者，破格录用",深圳龙华区锦华大厦(西环路)……
区块链开发工程师,8000-16000元,成都3-5年本科,区块链工程师岗位职责：1.参与基于区块链的产品的设计和开发；2.开发并实现区块链协议、加密技术、共识算法和底层实现；3.参与需求分析文档和详细设计文档编写，参与开发规范的制定工作；4.持续提高自身技术能力，跟进行业关键技术发展。任职资格：1.本科以上学历，计算机，软件工程，信息技术相关专业，具备较强的钻研能力，对新的技术有一定的敏感性，能自学最新 的技术并提出自己的思考；2.热爱技术，至少熟悉C++/Java编程；3.对区块链(Blockchain)，以太坊（Ethereum)等技术有研究；4.了解区块链技术原理，熟悉大区块链平台的智能合约的编写；5.了解PBFT 、PoW、PoS、DPoS、Paxos、Raft等共识算法；6.了解常用的加密算法。,成都武侯区长虹科技大厦(天府四街)B座16楼
区块链合约引擎开发,15000-30000元,北京1-3年本科,岗位职责：1.负责区块链底层的功能模块设计和编码，能够准确把握关键技术点，开展技术研究和方案设计，并完成高质量编码实现。2.专注于区块链技术在合约虚拟机领域开展前沿性的研究，持续保持技术领先、创新和发展。3.注重团队协作，能够带领和指导初中级工程师开展研发任务。职位要求：1.?有后端平台服务或者中间件的开发经验，有扎实的基础知识和丰富的编码经验；2.?熟练掌握?Java、Go，C/C++ 中至少2种语言，熟悉常见的数据结构和算法；3. 精通Java语言和JVM原理，有高性能系统开发经验，有性能优化经验；4. 熟悉常见的区块链项目，掌握区块链原理和技术体系，熟悉以太坊Solidity和EVM的优先；5. 熟悉语言设计、编译原理、虚拟机；,北京大兴区京东大厦
区块链数据存储开发,15000-30000元,北京1-3年本科,岗位职责：1.负责区块链底层的功能模块设计和编码，能够准确把握关键技术点，开展技术研究和方案设计，并完成高质量编码实现。2.专注于区块链技术在大规模数据存储领域开展前沿性的研究，持续保持技术领先、创新和发展。3.注重团队协作，能够带领和指导初中级工程师开展研发任务。职位要求：1.?有数据库或分布式存储的开发经验，有扎实的基础知识，熟悉网络协议与分布式架构；2.?熟练掌握?Java、Go，C/C++ 中至少一种语言，熟悉常见的数据结构和算法；3. 熟悉NoSQL，掌握 RocksDB、Redis、MongoDB等常见NoSQL数据库的开发应用，熟悉分布式数据库的原理；4.?了解常见的区块链项目，掌握区块链原理和技术体系的优先；,北京大兴区京东大厦
区块链数据检索开发,15000-30000元,北京1-3年本科,岗位职责：1.负责区块链底层的功能模块设计和编码，能够准确把握关键技术点，开展技术研究和方案设计，并完成高质量编码实现。2.专注于区块链技术在海量数据检索分析领域开展前沿性的研究，持续保持技术领先、创新和发展。3.注重团队协作，能够带领和指导初中级工程师开展研发任务。职位要求：1.?有后端服务或者中间件的开发经验，有海量数据处理和并行计算的开发经验；2.?有扎实的基础知识和丰富的开发经验，熟练掌握?Java、Go，C/C++ 中至少一种语言，熟悉常见的数据结构和算法；3. 熟悉Elastic Search、Logstash、Druid 等大数据检索和分析处理工具，熟练使用并掌握其原理；4.?了解常见的区块链项目，掌握区块链原理和技术体系的优先,北京大兴区京东大厦
区块链技术经理,20000-35000元,广州3-5年大专,1、熟悉市面上流行的各种区块链及应用，比如以太坊、EOS、超级账本等2、熟悉C++或Go语言3、有区块链开发经验4、有主链或连盟链开发经验的优先5、熟悉智能合约开发,广州市 天河区 富力盈通大厦 2713
区块链开发,12000-22000元,广州3-5年大专,1、熟悉市面上流行的各种区块链及应用，比如以太坊、EOS、超级账本等2、熟悉C++或Go语言3、有区块链开发经验4、有主链或连盟链开发经验的优先5、熟悉智能合约开发,广州市 天河区 富力盈通大厦 2713
区块链技术合伙人,25000-50000元,上海5-10年本科,岗位职责：持续了解区块链前沿技术，行业动向，及时将现金的理念与方法引入到项目中来；根据平台业务，为商业数据交换提供合适的智能合约及区块链方案，并参与设计利益激励机制来驱动平台成型；负责搭建基于区块链的底层架构和应用平台，选择并实现加密技术、共识算法，并承担部分集成开发工作；承担区块链系统核心功能代码设计与开发；能快速定位分析解决遇到的关键技术难题；参与区块链底层技术的研发，承担部分核心代码编写；根据业务需要和技术方案特征，搭建区块链团队；负责撰写JD、参与面试、招聘工作；与PO一起带领团队研究、开发并实现区块链协议、加密技术、共识算法和底层实现，并负责完成核心代码，对系统安全性、稳定性负责；定期为区块链技术团队提供内部培训，负责团队的能力提高；负责区块链技术团队的整体搭建，完善团队的日常管理和项目进度跟踪；指导项目团队成员的区块链相关应用；参与撰写区块链平台的白皮书、技术文档、需求说明书、使用条款和用户手册；针对研发的区块链平台编写单元测试代码，执行单元测试，查出缺陷、保证质量；向集成测试团队提供区块链平台的测试方法；对外负责区块链的技术推广，可承担起区块链产品的客户宣讲、需求和产品功能mapping等工作，指导并协助合作伙伴了解、接入；参与合作伙伴的需求探讨，整理、汇总、归纳合作伙伴对区块链平台的需求。岗位要求：5年以上软件开发经验，1年以上技术团队管理经验，2年以上区块链相关项目开发经验；精通C/C++、Java、Golang、Python、node.js中至少一种语言，精通多种者优先；熟悉Linux系统、HTTP/TCP/UDP/IP 等网络协议，对操作系统，编译原理，网络原理，加密算法等底层技术有相当的兴趣及研究；熟悉Go、Docker、J2EE等任何一种主流的服务器技术，了解集群技术，系统性能调优；熟悉各种数据结构和算法，对密码学，安全协议和加密算法有研究，深入了解比特币/以太坊等区块链的原理、机制和相关加密算法；掌握Bitcoin、Ethereum、EOS、IBM HyperLedger Fabric、Microsoft Azure至少一种的区块链相关机制与原理；熟悉前沿技术如闪电网络，智能合约，侧链等；亲自搭建过任何一个开源的区块链项目，能够独立搭建区块链系统；参与过各区块链社区并提交源码者优先；英语优秀，CET-6以上，能快速阅读英文论文及相关资料；具有强烈的好奇心和独立思考能力，学习能力强，接受新事物能力强；精准的理解力、清晰的表达能力、细腻的沟通协调能力，能够深度思考，有很强的逻辑分析能力；优秀的领导能力，良好的团队协作精神和执行力，较强的分析问题和解决问题能力；强烈的结果导向意识和责任心，对于拿到结果有成熟的方法和计划性；执行力：有使命必达的勇气，能承担高负荷工作节奏；计算机相关专业全日制本科及以上学历；211、985院校毕业优先；担任过知名互联网管理职位优先；有1年及以上的创业经历优先。,上海市 浦东新区 八佰伴
产品经理（区块链）,25000-50000元,北京3-5年本科,岗位职责：1、负责基于区块链的DApp相关产品的调研、规划、策划，输出原型和PRD，主导功能的推进和验收；2、负责产品生命周期的管理，包括产品立项分析、路线图规划、产品原型、产品功能设计等，跟进产品的设计、开发、测试、上线、运营全过程；3、分析产品数据，总结问题，策划产品功能和优化点，提高产品的活跃和留存；4、有创新意识，结合公司业务和行业的发展挖掘新产品。任职要求：1、重点本科及上学历，具有3年以上产品设计经验；2、有长期投身区块链应用的热情和兴趣，愿意学习了解区块链协议、加密技术、共识算法、智能合约等机制和技术知识；3、熟练使用产品设计常用软件，熟悉产品从立项分析、功能设计、项目跟进、验收上线、效果评估全流程；4、优秀的自我调节能力与学习能力，良好的承压能力以及沟通能力，跨部门协作推动力强5、熟悉Ethereum、Hyperledge等相关项目，有参与或实际项目经验者优先。,北京市 海淀区 中关村
区块链高级工程师,15000-25000元,北京3-5年本科,任职要求1、本科及以上学历，软件工程、计算机、数学类等相关专业，三年以上软件开发工作经验；2、熟练掌握Java，Go，C++，Python至少一种；3、丰富的java开发经验，熟练java主流框架，spring boot、spring cloud开发经验；4、掌握HyperLedger Fabric，Ethereum，Bitcoin的区块链相关机制与原理；5、理解各类主流的共识算法，包括不限于PoW、PoR、PoS、DPos、PBFT、Paxos、Raft等；熟悉集群技术，系统性能调优，6、熟悉主流KV数据库的原理与使用，包括不限于LevelDB，CouchDB等；7、良好的团队协作精神和执行力，较强的分析问题和解决问题能力。?加分项：1．对于部署云端软件服务与大型分布式系统有实际经验；2．对Fabric的拓扑结构和运行逻辑有基本的认识；3．了解区块链技术基本原理，参与过以太坊、比特币或其他区块链应用开发项目。职位描述1、 负责公司区块链产品的设计和研发工作；2、 设计区块链平台和基础框架；3、 研究区块链的协议，运行机制和底层实现，协助完善区块链基础产品；4、 区块链共识算法的研究；5、公司提供免费培训。,北京朝阳区望京SOHOT1 1012
区块链架构师,45000-90000元,上海5-10年本科,职位描述1、负责结合业务场景，基于区块链（Blockchain）技术架构设计与开发；2、研究区块链的协议，运行机制和底层实现等，设计安全协议和架构。3、负责区块链在业务系统的实际落地。职位要求1、5年以上互联网平台或大型系统开发与架构经验；区块链研发经验一年以上；2、熟练掌握GoLang，C++等主流区块链系统开发语言；3、掌握区块链技术的设计理论，掌握Bitcoin，Ethereum，HyperLedger Fabric的区块链相关机制与原理；,上海市 闵行区 虹桥新地中心B栋 331
区块链项目经理,25000-35000元,上海3-5年本科,我们是一支年轻的创业团队，公平、自由、扁平、弹性。在这里，你可以尽情发挥自己的能力。在这里，也许你一年会涨几次薪，也许你一个月就会被淘汰，一切皆有可能，取决于你自己。世界那么大 你不来怎知你牛逼！如果你怀才不遇，正好，我们老板怀财不遇！我们在这里等你！OK，也许你觉得这里还不错，但是我们的要求也很高，请仔细阅读：面试时可自带作品工作职责：1．根据公司的区块链战略规划，制定区块链技术的研发方向。2．设计和实现稳健、实用、灵活、高效的技术架构，确定技术路线，进行关键技术验证，并负责技术架构和技术路线在研发过程中的完整实现。 3．负责区块链核心技术问题的攻关，系统优化；协助解决区块链相关项目开发过程中的技术难题。4．对区块链相关技术和业务进行培训，并对开发过程中的技术难题进行指导。5. 制定区块链项目开发实施计划，量化任务，并合理分配给相应的人员，及时反馈阶段性的成果；6.对系统的高性能，高可用性及可扩展性负责， 针对核心业务系统的性能瓶颈或架构缺陷，提出切实有效的解决方案，对系统持续改进，不断创新；职位要求：1.本科以上学历，计算机或相关专业，精通项目过程管理，有三年以上项目开发或实施项目管理经验，必须承担过区块链相关项目经理经验；熟悉区块链的原理，熟悉开源项目，IBM Hyperledge、Ethereum、siacoin、bitcoin；3.具有良好的项目规划能力，并对新产品开发中预见性的业务问题组织分析论证；4.具备优秀的逻辑思维、项目沟通和协调能力，能与其它相关专业和部门人员进行良好团队协作；5.有参与主流币种开发者优先；具有系统分析设计经验者优先。,上海市 闵行区 上海虹桥新地中心 A座701
测试经理（区块链）,20000-40000元,北京5-10年本科,工作职责：1. 负责需求分析，测试规范的制定与计划，分配并指导、开展测试活动2. 组织实施产品测试过程，负责测试工作的顺利开展3. 解决测试过程中的重大问题；4. 配合项目经理，组织产品交付，对最终质量负责。技术要求：1. 计算机、电子、数学等相关专业本科及以上学历，3年以上工作经验；2. 精通Go、C++等面向对象语言；3. 扎实的软件开发和测试技术，精通具备自动化测试和性能测试专业知识和经验4.有区块链测试经验优先。,北京市 朝阳区 竞园艺术中心 7B
区块链技术经理,25000-35000元,上海3-5年本科,我们是一支年轻的创业团队，公平、自由、扁平、弹性。在这里，你可以尽情发挥自己的能力。在这里，也许你一年会涨几次薪，也许你一个月就会被淘汰，一切皆有可能，取决于你自己。世界那么大 你不来怎知你牛逼！如果你怀才不遇，正好，我们老板怀财不遇！我们在这里等你！OK，也许你觉得这里还不错，但是我们的要求也很高，请仔细阅读：面试时可自带作品工作职责：1．根据公司的区块链战略规划，制定区块链技术的研发方向。2．设计和实现稳健、实用、灵活、高效的技术架构，确定技术路线，进行关键技术验证，并负责技术架构和技术路线在研发过程中的完整实现。 3．负责区块链核心技术问题的攻关，系统优化；协助解决区块链相关项目开发过程中的技术难题。4．对区块链相关技术和业务进行培训，并对开发过程中的技术难题进行指导。5. 制定区块链项目开发实施计划，量化任务，并合理分配给相应的人员，及时反馈阶段性的成果；6.对系统的高性能，高可用性及可扩展性负责， 针对核心业务系统的性能瓶颈或架构缺陷，提出切实有效的解决方案，对系统持续改进，不断创新；职位要求：1.本科以上学历，计算机或相关专业，精通项目过程管理，有三年以上项目开发或实施项目管理经验，必须承担过区块链相关技术经理经验；熟悉区块链的原理，熟悉开源项目，IBM Hyperledge、Ethereum、siacoin、bitcoin；3.具有良好的项目规划能力，并对新产品开发中预见性的业务问题组织分析论证；4.具备优秀的逻辑思维、项目沟通和协调能力，能与其它相关专业和部门人员进行良好团队协作；5.有参与主流币种开发者优先；具有系统分析设计经验者优先。,上海市 闵行区 上海虹桥新地中心 A座701
区块链架构师,20000-40000元,上海经验不限学历不限,职位描述：1、负责结合公司业务场景，基于区块链（Blockchain）技术架构设计与开发；2、研究区块链的协议，运行机制和底层实现等，设计安全协议和架构。任职要求：1.掌握Bitcoin，Ethereum，HyperLedger Fabric的区块链相关机制与原理；2.理解各类主流的共识算法，包括不限于PoW，PoS，DPoS，PBFT，Paxos，Raft等；3.熟练掌握GoLang，C++、Solidity等主流区块链系统开发语言，参与各个区块链开发社区并贡献源码者优先；4.了解一些主流NoSQL数据库的原理与使用，尤其是KV型数据库，包括不限于LevelDB，RocksDB等；5.熟悉linux操作系统，熟练掌握Docker容器技术的原理，部署和使用优化；,上海闵行区丽婴房大楼A座1003
区块链运维,8000-13000元,重庆经验不限学历不限,"1.	对以太坊源码有所了解；2.	熟练的搭建、部署、维护以太坊节点；3.	熟悉多套以太坊节点部署；（geth/peth等）4.	熟练Linux文件的增量、完全备份；5.	熟悉增强服务器安全性的措施；6.	熟练应对节点的各种突发状况；7.	动手能力强等。",重庆市 渝北区 海王星科技大厦 A区3楼23#
18428-区块链技术（高级）架构师（深圳）,18000-35000元,深圳3-5年本科,"腾讯CDG企业发展事业群18428-区块链技术（高级）架构师（深圳）工作职责：负责区块链底层相关技术实现和维护，如：共识机制、分布式网络、隐私保护机制等；负责区块链前沿技术研究和探索，并将研究成果推动到腾讯区块链落地；参与具体项目的架构设计、具体模块、合约的开发工作。工作要求：3年以上linux服务器端java,C/C++开发经验，熟悉操作系统、多线程等相关基础知识；理解比特币、以太坊、Fabric等其中一种或者多种区块链平台技术实现，最好是直接参与过区块链平台开发；熟悉数据库、网络相关知识，理解常用的加解密、签名算法原理和用法；思路清晰、周密，主动思考，热爱编程者甚佳；有良好的团队合作能力，热爱区块链核心技术，愿意为区块链发展做贡献。申请岗位 收藏岗位",深圳南山区腾讯大厦
区块链工程师（机制相关） (MJ000168),25000-35000元,北京1-3年学历不限,岗位职责：1、负责智能合约虚拟机设计与应用开发；2、追踪区块链领域的新技术，通过技术创新将区块链与应用场景相结合。岗位要求：1、熟悉区块链的各种共识机制；2、熟悉区块链的费用机制；3、熟悉BTC、BTS、EOS等公链的相关功能和机制，研读过源代码的优先；4、熟练掌握java开发。,北京市 海淀区 中关村
区块链工程师,15000-25000元,广州1-3年本科,岗位职责： ?1.? 负责基于区块链(Blockchain)的互联网金融产品的设计和研发；2.? 研究区块链的协议，运行机制和底层实现等；3.? 开发、实现和改进加密协议，设计安全协议和架构；4.? 开发基于区块链的服务产品，包括后端协议、基础架构、系统服务及其相关客户端。任职要求：?1.? 精通 Java / Python / Go 中至少一种， 熟悉 Python / C++ / Golang / Scala / Javascript 中至少一种 ；2.? 熟悉 Linux区块链技术实际实施经验的优先；3.? 熟悉Hyperledger 等相关开源项目，有项目实践经验,广州市 番禺区 广州大学城信息枢纽楼 6楼熵商科技
区块链安全研究员,20000-35000元,北京经验不限本科,岗位职责1.  关注区块链相关安全事件和漏洞，跟进和处理业务相关的区块链安全问题；2.  研究和挖掘智能合约安全问题，审计智能合约代码，确保其安全性；3.  参与内部链上数据和监控平台建设，实时监测和预警链上事件和漏洞；4.  深入研究区块链及冷热钱包安全问题，持续优化和改善区块链相关业务；岗位要求  1.  热衷区块链技术，有安全攻防相关背景，关注区块链行业发展；  2.  熟悉区块链技术原理，了解以太坊、EOS.IO、Fabric 等平台和架构；  3.  熟练使用如 C/C++、Golang、Java、Python、Node.js 等；  4.  熟悉区块链智能合约执行机制，了解目前智能合约安全问题原理及其解决方案；  5.  具有较强的团队协作精神、执行力、学习能力、沟通协调能力，并能够进行自我驱动；,北京海淀区数码科技广场
区块链开发工程师,16000-25000元,杭州1-3年本科,"基于区块链产品的设计研发：1. 熟悉使用Solidit语言编写智能合约，能够审查不同合约的漏洞2. 熟悉了解各种共识机制3. 有过实际ETH/BTC/EOS/USDT等钱包节点搭建以及进行过开发经验, 4. 了解相关的钱包漏洞方面知识, 熟悉web3j等不同钱包RPC调用原理熟悉使用Java语言，熟悉使用springboot，mybatis，redis，springmvc等技术了解多线程（一些Java相关的技术，某些要求可以不用太高）",杭州江干区西子国际·办公楼C座2404
IOS开发工程师（区块链）,10000-20000元,北京1-3年本科,"岗位要求：1.负责IOS端区块链的开发；2.研究手机客户端领域的新技术并加以应用；任职资格：1.三年以上的Android开发经验，熟悉掌握Java编程，扎实的技术功底；2.熟练 c / c++ , jni；3.熟悉 react native, 3+ applications;4.熟悉 php, python, java etc；5.熟悉 http, https, digital sign；6.熟悉  mysql, mongo database 技术；7.计算机相关专业，本科学历以上。",北京海淀区多牛传媒中心
区块链研发经理,20000-40000元,北京经验不限大专,"岗位职责：1）深入理解业务，参与需求分析，提供基于区块链（Blockchain）技术架构设计方案；2）跟踪，研究区块链的技术和发展趋势3）参与主导整体系统核心架构设计，包括数据模型、核心业务流程、各领域服务等方面的设计；4）负责系统核心部分代码编写，持续发现和解决存在的性能瓶颈等技术难题；5）对团队内其他同事工作进行指导和培训；6）与客户，合作伙伴进行在业务，技术等多方面的沟通7）根据产品需求及总体设计，编写系统模块的详细设计文档；任职要求：1）全日制本科及以上学历，计算机、信息管理相关专业；2）金融，互联网或公司5年以上研发经验，有大型项目开发经验者优先考虑；3）掌握HyperLedger Fabric, Chain, 以太坊等的区块链相关机制与原理；4）理解各类主流的共识算法，包括不限于PoW，PoS，DPoS，PBFT，Paxos，Raft；5）熟练掌握GoLang开发语言，参与各个区块链开发社区并贡献源码者优先；6）熟练掌握主流编程语言如Java, Node.js, Python, Ruby;7）深入了解PKI安全机制8）了解一些主流NoSQL数据库的原理与使用9）了解HTTP/2协议，理解gRPC框架。10）有很好的沟通能力，较强的工作英语的听说写能力。",北京东城区京宝大厦101b
区块链开发,15000-20000元,深圳1-3年大专,岗位职责:1、负责公司区块链技术的研究，承担区块链核心代码的开发；2、充分理解系统架构，实现区块链方案的功能模块；3、负责技术决策和技术方案的制定，组织架构设计与升级优化；4、负责数字货币/资产交易平台中的钱包功能的搭建/使用与优化；5、对于研发进度和项目质量负责，并确保文档的完整性。6、关注区块链相关前沿技术研究，保持公司的市场优势。任职资格:1. 本科及以上学历，计算机或金融相关专业；2. 3年以上工作经验，对区块链有极大的兴趣和热情；3. 熟悉NodeJS，熟悉基于以太坊的区块链编程。4. 熟悉 linux 系统(必须)，熟悉密码学、网络编程、算法设计者优先；5. 了解区块链技术，有任意数字货币平台开发经验优先；6. 熟悉比特币原理优先，了解期货证券等交易系统优先；7. 具备良好的沟通表达能力，敢于承担责任，能够尽快融入团队和开发工作中。,深圳南山区中洲控股中心B座18F
区块链开发,12000-24000元,上海1-3年学历不限,职位描述：岗位职责：1、负责多资产加密数字货币钱包应用端设计和开发；2、负责移动应用的需求评审和实现方案设计；3、三年以上移动应用开发经验，优秀的技术文档编写功底。任职要求：1、本科及以上学历，通过CET-4或相等水平英语测试，三年以上开发经验；2、精通Javascript(ES2015)、精通ReactNative；3、熟悉区块链相关技术，对Bitcoin、Ethereum等项目有一定了解；4、有区块链、金融科技类相关项目工作经验者优先。,上海市 浦东新区 陆家嘴
区块链开发,12000-20000元,上海1-3年学历不限,职位描述：岗位职责：1、负责多资产加密数字货币钱包应用端设计和开发；2、负责移动应用的需求评审和实现方案设计；3、三年以上移动应用开发经验，优秀的技术文档编写功底。任职要求：1、本科及以上学历，通过CET-4或相等水平英语测试，三年以上开发经验；2、精通Javascript(ES2015)、精通ReactNative；3、熟悉区块链相关技术，对Bitcoin、Ethereum等项目有一定了解；4、有区块链、金融科技类相关项目工作经验者优先。,上海市 浦东新区 陆家嘴
区块链高级开发工程师,20000-40000元,深圳经验不限本科,"区块链高级开发工程师1、从事区块链产品的设计和研发工作，研究区块链的协议、激励机制、加密技术、共识算法和底层实现等;2、清楚以太坊、EOS、NEO及智能合约等底层协议，运行机制等;3、开发基于区块链(公链、联盟链)的DApp，负责Hyperledge Fabric区块链（Blockchain）区块链运用;4、搭建基于区块链的底层架构，能实现公链、侧链、许可链及多种逻辑，供应用层调度使用;任职要求:  1、大专及以上学历，计算机、数学类相关专业，3年以上研发经验;  2、精通C++、Java、 C#或Go中至少一种主流编程语言，了解Go、 Python、 Node.js等 常用编程语言;  3、热爱参与开源项目，熟悉各种数据结构和算法，对密码学、安全协议、分布式存储有研究;  4、熟悉比特币Bitcoin、以太坊Ethereum、超级账本hyperledger等原理、机制和相关加密算法，理解各类主流的共识算法(PoW,PoS,DPOS，PBFT);  5、良好的团队协作精神和执行力，较强的分析问题和解决问题能力;  6、有加密货币、Token或区块链技术实际实施经验的优先，参与各个区块链社区并提交源码者优先，有智能合约开发demo展示优先。职位详情急招：区块链高级开发工程师1、从事区块链产品的设计和研发工作，研究区块链的协议、激励机制、加密技术、共识算法和底层实现等;2、清楚以太坊、EOS、NEO及智能合约等底层协议，运行机制等;3、开发基于区块链(公链、联盟链)的DApp，负责Hyperledge Fabric区块链（Blockchain）区块链运用;4、搭建基于区块链的底层架构，能实现公链、侧链、许可链及多种逻辑，供应用层调度使用;任职要求:  1、大专及以上学历，计算机、数学类相关专业，3年以上研发经验;  2、精通C++、Java、 C#或Go中至少一种主流编程语言，了解Go、 Python、 Node.js等 常用编程语言;  3、热爱参与开源项目，熟悉各种数据结构和算法，对密码学、安全协议、分布式存储有研究;  4、熟悉比特币Bitcoin、以太坊Ethereum、超级账本hyperledger等原理、机制和相关加密算法，理解各类主流的共识算法(PoW,PoS,DPOS，PBFT);  5、良好的团队协作精神和执行力，较强的分析问题和解决问题能力;  6、有加密货币、Token或区块链技术实际实施经验的优先，参与各个区块链社区并提交源码者优先，有智能合约开发demo展示优先。",深圳南山区深圳湾科技生态园9栋A座
18428-区块链应用（高级）开发工程师（深圳）,18000-36000元,深圳3-5年本科,腾讯CDG企业发展事业群18428-区块链应用（高级）开发工程师（深圳）工作职责：负责/参与腾讯区块链应用平台的相关架构设计及研发工作，如：开放平台等负责/参与腾讯区块链技术连接各行业相关项目的需求分析及研发工作，如：金融业等负责/参与具体项目的架构设计、具体模块、合约的开发工作负责与各合作团队保持良好的沟通协作，确保相关研发工作的顺利实施工作要求：计算机软件相关专业本科以上学历；3年以上linux服务器端C/C++开发经验，编程基本功扎实，熟悉软件工程和测试方法；熟悉区块链平台技术和特点（如：比特币、以太坊、Fabric等），理解智能合约的概念；有服务器端大容量、高性能编程框架应用实战经验，熟悉mysql数据库和KV数据库编程；精通TCP/IP、HTTPS协议相关知识及网络编程；思路清晰、周密，能主动思考总结，乐于与人沟通；有良好的团队合作及抗压能力，有主人翁意识推进事务进展；,深圳南山区腾讯大厦
架构师（区块链）,35000-50000元,上海10年以上大专,职位描述：1、负责结合金融业务场景，基于区块链（Blockchain）技术架构设计与开发；2、研究区块链的协议，运行机制和底层实现等，设计安全协议和架构。3、负责区块链在业务系统的实际落地。职位要求：1、5年以上互联网平台或大型系统开发与架构经验；区块链研发经验一年以上；2、熟练掌握GoLang，C++等主流区块链系统开发语言；3、掌握区块链技术的设计理论，掌握Bitcoin，Ethereum，HyperLedger?Fabric的区块链相关机制与原理；4、有BAT背景者优先考虑；,上海闵行区新地中心A栋701室
Golang区块链开发,8000-16000元,合肥3-5年本科,负责地球村区块链应用开发负责云管理区块链应用开发要求精通PHP、java/go一种或多种语言精通数据库结构设计,合肥蜀山区天通路10号
区块链web前端开发,16000-32000元,深圳3-5年本科,工作职责：负责区块链产品web前端页面开发、维护和优化工作；负责页面相关接入层开发；负责前端架构建设，公共组件的设计开发；与后端工程师对接共同协作完成项目。工作要求：本科以上学历，3年以上相关工作经验；能够熟练运用 HTML、CSS、JavaScript 构建高性能的web应用程序；理解web标准和兼容性，对可用性相关知识有实际的了解和实践经验；熟悉HTTP的基本工作原理以及常用Web开发调试工具；能熟练使用主流的JavaScript框架，并精通其中的一种以上；思路清晰，具备良好的沟通能力和团队协作精神。,深圳市 南山区 滨海大道 腾讯大厦
区块链技术,12000-18000元,深圳1-3年本科,- 基本要求：区块链爱好者；IT背景；一定要有最少两年的Java经验，编程技术扎实，会多种编程语言优先；适应和热衷于学习新事物；跨学科思维，开放和沟通；创新型思维模式- 最好有以下经验：MySQL经验；了解智能合约；有区块链平台开发经验；对Hyperledger Fabric有所了解；接受出差，结识客户,深圳市 南山区 海王星辰总部大厦 1503室
区块链开发C++,25000-50000元,深圳5-10年本科,1、本科及以上，5年工作经验2、熟悉C/C++开发，具有良好的编程习惯与风格。3、熟悉Qt特性，了解Qt Quick相关技术，能够熟练使用qml开发界面。4、熟悉多线程编程、熟悉TCP/UDP网络编程和p2p、HTTP/HTTPS、RPC协议相关知识，有过相关开发经验；5、具有扎实的服务器端开发功底，对数据结构、分布式算法、设计模式、http协议等有深刻理解；6、开源的项目经验，熟悉跨平台开发技术。7、有区块链开发工作经验优先。,深圳市 福田区 福田(地铁站)
区块链开发工程师,6000-11000元,济南1-3年学历不限,#NAME?,济南历下区历下区山东财经大学大学生创业园创展苑516
