name,salary,demand,job_des,location
区块链资深工程师,25000-35000元,北京5-10年本科,"岗位职责：1. 基于Hyperledger fabric区块链相结合的产品的设计和研发工作，研究区块链的协议、运行机制和底层实现等；2. 搭建基于fabric区块链的底层架构，实现联盟链，供应用层调度使用，并提供云服务输出；3. 对fabric部署、链码编写及应用编写熟悉，有实际的fabric相关项目开发经验；4. 对各级区域链研发人员进行培训与指导。任职要求：1. 2年及以上区块链行业开发经验、5年以上技术开发经验；2. 精通java、go、c++、python等主流编程语言两种以上；3. 精通Linux内核原理，精通常用通讯协议；4. 熟练掌握Hyperledger, 以太坊等区块链的原理、机制和相关加密算法；5. 具有大型成功项目计划，管理，实施经历，有极强的钻研能力和自我驱动力；6. 英文能力强，有成功主导区块链项目实施案例优先。",北京市朝阳区望京科技创业园b座5层 510室
区块链安全研究员,20000-30000元,北京经验不限硕士,岗位职责：1、负责区块链安全前沿技术跟踪研究；2、区块链应用安全解决方案及原型产品开发。任职要求：1、具备较强的前沿技术跟踪和研究能力，对信息安全新技术感兴趣；2、熟悉计算机系统、分布式系统、网络、大数据及信息安全相关基础理论和技术；3、熟悉密码应用和区块链相关技术；4、具有软件开发经验，可熟练应用1～2种编程语言；5、具备较强的文档撰写、逻辑思维、沟通表达及团队合作能力，解决问题能力强；6、具备较强的英文阅读能力和信息检索能力；7、通信、计算机、软件、信息安全相关专业，博士研究生学历优先。,北京海淀区启明星辰大厦
区块链工程师,18000-25000元,上海3-5年本科,"区块链软件开发?工作内容1、负责基于区块链(blockchain)产品的设计和研发；2、研究区块链的协议，运行机制和底层实现等；3、搭建基于区块链的底层架构和应用平台，能实现公链、侧链、私有链及多种逻辑，供应用层调度使用；4、能够独立进行区块链底层系统及应用平台的功能定义和架构设计,研究区块链的协议，运行机制、底层实现和应用平台研发等；5、开发和实现智能合约；6、有强烈的学习欲望，愿意接受新事物；?岗位要求：1、计算机相关专业大专及以上学历，2年以上开发工作经验；2、熟悉多种数据结构和算法，开发语言不限；3、熟练掌握以太坊/比特币/区块链的原理、机制和相关加密算法者优先；精通Go、Java、C++、Python、C等语言至少一种，javascript，solidity等语言经验更佳。参与各个区块链社区并提交源码者优先；4、精通P2P、网络通讯、侧链/跨链、分布式技术的优先考虑；5、对技术研究有兴趣有热情，欢迎各类极客和潜在极客；6、具有互联网相关行业开发经验者优先；",上海浦东新区海富花园
区块链项目管理,15000-30000元,厦门3-5年大专,对区块链技术与应用有较深入的了解！并具备相应的产品与技术能力！,厦门思明区会展南路7-109之五号写字楼4层醉品集团
区块链架构师,40000-60000元,北京5-10年本科,岗位职责：1、负责交易系统的架构分析和设计，发现和解决存在的技术问题；2、参与系统逻辑模型和物理模型设计并实现原型；3、全面把握总体设计和重要技术决策，指导具体的设计和开发工作，以及关键技术的攻关；4、负责高并发后端接入服务器、安全平台服务器、restful 服务器的设计与编码任职资格：1、5年以上软件开发经验，3年以上J2EE系统经验；2、对于大型系统的容错，高并发，低延迟有深刻认识，使用过Hystrix或者类似的库；3、3年以上Webservice和RestfulAPI设计经验；4、精通关系型数据库和NoSQL的设计和选型，比如MySQL，MongoDB，CouchBase；5、对开源技术有浓厚兴趣，比如SpringBoot，SpringCloud，Vert.x，Kafka，ApacheCamel，RxJava；6、熟悉JVM工作原理，对JVM调优有丰富的实践经验，熟练使用VisualVM，JMC，DTrace等；7、熟悉Linux系统，对DevOps和持续交付有很好的理解；8、有金融系统设计经验优先。,北京海淀区金隅嘉华大厦B座1104
区块链Haskell工程师,15000-30000元,西安5-10年大专,负责公司区块链产品的研发；公链，数字货交易所，DAPP，区块链底层区块链是代表未来的技术，观迎极客参与其中，改变世界区块链研究范围：> 区块链共识算法研究；> 区块链协议；> 智能合约；> 区块链跨链协议；> 人工智能；> 技术研究；> 去中心化技术社区运营；区块链技术涉及面比较广，前后端我们都有细分的职位，我们都是需要的，主要后端的开发语言为 golang java 部份组件涉及c++，算法类，密码学，前端主要是php，因此，本职位是一个广泛职位，如你觉得技术上是比较有天分，涉及从事上述技术的知识及能力，不管前后端，都请尽快与我们联系具有以下经验或知识者，更佳(但区块链主要还是传统技术的综合，主要的还是考虑自身的学习能力与天份，技术是一通百通的，有的人一周能进入开发状态，有的人好几个月都理解不清楚，所以以下所述，也仅供参考，因学习能力而异)1. 3年以上go编程经验，要求boost库或熟悉C++11标准以及STL go语言2. 熟悉TCP/IP协议、HTTP协议，了解P2P网络协议优先，了解比特币优先3. 熟悉多线程编程，了解基于POSIX标准的线程模型4. 熟悉GNU工具链或cmake，了解跨平台编译，熟悉gdb等调试工具5. 了解非对称加密算法/OpenSSL，了解分布式一致性算法Paxos/Raft/PBFT优先6. 对Fin-Tech感兴趣，具有较强的快速学习能力，良好的团队合作与分享精神7. 有以下任意领域相关开发经验优先：支付清算领域，密码学领域，分布式领域 ；研究过比特币源码或者了解的比特币的优先考虑。关键词：数字贷币 区块链 比特币 bitcoin 区块链 blockchain 金融 期贷 现贷 股票 投资 交易所 交易平台 钱包 电子支付 第三方支付 p2p网贷 贷款 媒体公关 写作 作家 公众号运营高级软件工程师 算法工程师 go golang 分布式 加密 算法 数字贷币 区块链 blockchain 比特币 交易所 haskell微.信 xiaoma-hr,西安市 雁塔区 银河·新坐标 A座703
区块链项目CTO,20000-40000元,深圳1-3年本科,"职责： 1、负责线上教育加就业去中心化平台搭建，以及大数据平台架构、设计与开发，融入区块链的认证、共识、数据加密等底层技术，解决去中心化海量数据的应用场景。 2、深入理解互联网产品开发与运维经验，总结并制定适配的流程活动及质量要求，具备敏捷交付互联网类产品的能力； 3、有互联网公司开发/运维基础工具平台的成功交付经验，能构建、优化软件开发模式下的过程、活动、工具平台等，持续提升产品交付效率与质量； 4、总结和指导技术发展路径和技术运营建设白皮书，以大数据应用的经验驱动和引领变革方向。 要求： 1、 精通大数据平台框架(Kafka, Zookeeper, Hadoop、Spark，HBase，storm，Redis等)，熟悉分布式架构设计及开发。2、 熟悉区块链技术的协议、运行机制、加密技术、共识算法和底层实现。3、具备统计、数学、机器学习相关领域专业理论知识。 5、精通机器学习中的模型和算法相关理论知识，如logistic regression, 神经网络，SVN及决策树等。 6、熟悉度量建设、质量管理相关知识。 7、熟悉统计语言，如R, 或S.，熟悉数据库及SQL。 8、掌握常用算法编程语言，如R，Python等。 9、精通C、C++、Go语言任意一门。10、具备大数据平台上处理大规模数据的经验，并利用算法挖掘分析数据之间的相互作用关系和联系，发现潜在规律，建立机器学习算法并优化。",深圳龙华区513电商学院
区块链架构师,40000-80000元,杭州5-10年本科,工作职责： 1、负责区块链产品的系统分析、设计和研发工作，研究区块链的协议，运行机制和底层实现等； 2、搭建基于区块链的底层架构，承担区块链系统核心功能代码设计与开发； 3、组织制定和实施技术决策，拟定区块链框架和公司现有技术体系的集成方案，承担部分集成开发工作； 4、解决各类潜在系统技术风险，保证系统的安全、稳定、快速运行； 5、负责制定相关区块链业务解决方案，推进公司项目实际落地。任职要求： 1、精通JS/C/C++/Java/C#/G中的一种或多种语言，有良好的编程习惯和编码风格； 2、对计算机网络系统有深刻理解，有分布式，点对点网络协议或应用开发经验 3、有密码学知识背景或网络安全相关产品开发经验； 4、良好的团队协作精神和执行力，较强的分析问题和解决问题能力。,杭州余杭区中博大厦A座1008室
架构师<区块链应用>,20000-40000元,西安3-5年本科,负责公司区块链产品的研发；公链，数字货交易所，应用，DAPP，区块链底层；区块链是代表未来的技术，观迎极客参与其中，改变世界。职位必须技能1、技术视野宽阔，最好是通才; 2、虽是单一系统，但所用技术栈实在比较多，能够适应；3、较强的管理能力，能够带领团队进行高效开发。     ***特别注意：本职位的管理能力不是指项目经理式的管理，         而且更偏向参与式的开发进度管理、架构设计、技术攻关。任职详情1、至少精通这些开发语言中的两门；     c++、java、Objective-c、Android、Golang、PHP、Python、Qt；2、熟悉java spring cloud微服务架构；3、具有技术攻关能力及核心代码开发的能力；4、具有对代码进行Review的能力，并进行安全性审核；5、架构设计能力涉及的技术方向：     高并发、直播、短视频、视频或语音通讯     SIP协议、XMPP协议、MQTT协议     算法类、密码学、区块链优先1、具有算法设计的能力者优先2、具有密码学经验者优先3、具有区块链知道者优先微.信: xiaoma-hr,西安市 雁塔区 银河·新坐标 A座703
架构师（区块链应用）,20000-40000元,广州3-5年本科,负责公司区块链产品的研发；公链，数字货交易所，应用，DAPP，区块链底层；区块链是代表未来的技术，观迎极客参与其中，改变世界。职位必须技能1、技术视野宽阔，最好是通才; 2、虽是单一系统，但所用技术栈实在比较多，能够适应；3、较强的管理能力，能够带领团队进行高效开发。     ***特别注意：本职位的管理能力不是指项目经理式的管理，         而且更偏向参与式的开发进度管理、架构设计、技术攻关。任职详情1、至少精通这些开发语言中的两门；     c++、java、Objective-c、Android、Golang、PHP、Python、Qt；2、熟悉java spring cloud微服务架构；3、具有技术攻关能力及核心代码开发的能力；4、具有对代码进行Review的能力，并进行安全性审核；5、架构设计能力涉及的技术方向：     高并发、直播、短视频、视频或语音通讯     SIP协议、XMPP协议、MQTT协议     算法类、密码学、区块链优先1、具有算法设计的能力者优先2、具有密码学经验者优先3、具有区块链知道者优先微.信: xiaoma-hr,广州市  广东省广州市天河区体育西路建和中心21楼
区块链研究员,15000-30000元,北京经验不限博士,1. 针对医疗领域的数据共享和隐私保护要求，结合区块链技术和人工智能，设计并实现新的体系架构；2. 能领导若干软件工程师完成区块链相关技术的体系构建和创新，申请技术专利或发表学术论文；3. 国内外大学计算机、自动化、数学等相关专业博士以上学历（或优秀的硕士）；4. 具备密码学、网络安全等方面的知识基础；5. 具备宏观视野、逻辑思维、前瞻性思维、独立思考能力和判断力；6. 具备撰写研究报告和学术论文能力；7. 熟练使用C/C++/Java/R/Python/Matlab等软件开发工具开展研究工作。,北京市 海淀区 清华大学
区块链专家,15000-30000元,成都3-5年本科,1、负责基于区块链(blockchain)技术的产业互联网金融产品研发，架构设计及升级;2、.参与制定技术决策和技术方案; 3、负责基于区块链技术的公有链的架构设计及应用开发，研究、开发并实现区块链协议、运行机制、加密技术、共识算法和底层实现；4、积极探索区块链技术的落地场景，为公司业务发展提供持续支撑。任职要求： 1、精通Golang，C++，Java，python任意一种开发语言；2、熟悉分布式软件设计及开发，精通微服务架构及容器技术；3、理解主流共识算法，包括不限于PoW，PoS，DPoS，PBFT，Paxos，Raft等； 4、熟悉区块链平台产品，如Bitcoin，Ethereum等，深入理解区块链核心技术；5、具有良好的团队合作和沟通能力，思路开阔；6、国内外名校CS/EE毕业,成都武侯区交子金融科技中心(西门)2-2
区块链研究（实习生）,1000-2000元,上海应届生本科,岗位职责参与区块链行业底层链的研究工作；任职资格：1. 本科211以上学历、计算机相关专业2. 英语四级水平以上，六级优先考虑3. 熟悉一门c/c++/go/java/等编程语言4. 熟悉Linux操作系统编程，常用命令5. 对区块链技术有强烈的兴趣，积极主动学习,上海虹口区华虹国际大厦上海市虹口区塘沽路463号华虹国际大厦12层
区块链研发工程师,15000-30000元,北京3-5年本科,岗位职责：1、 参与区块链底层技术开发，承担部分代码编写；2、 参与开发基于区块链的核心网络和业务平台；3、 参与搭建基于区块链的底层架构和技术技术；4、 基于业务场景的智能合约的开发5、 区块链关于java接口和api的开发，区块链客户端的修改（对接第三方服务）任职要求：（1）教育背景：◆ 计算机、数学、电子等相关专业本科以上（2）经    验：◆3年以上开发工作经验，担任项目主力开发人员；1-3年以上区块链技术开发经验; 对区块链方向有热情；◆ 扎实Java基础，熟悉node.js开发，GO开发，Solidity开发，有区块链底层实现项目开发经验者优先;◆掌握Struts，Spring，Hibernate，ibatis，Mybatis等开源框架；◆理解各类主流的共识算法等；掌握数字证书签名，验签算法和原理；掌握对称加密非对称加密算法原理◆精通Oracle，Mysql数据库，3年以上开发使用经验◆热爱技术，良好的团队沟通合作和执行力，很强的分析问题和解决问题能力。（3）态    度：◆ 具备较好的团队合作意识和意愿◆具备良好的沟通技巧和意识,北京丰台区中国中车大厦
区块链工程师-钱包,40000-60000元,深圳经验不限本科,"岗位职责1.	负责数字货币钱包的开发；2.	从事区块链产品的设计和研发工作，研究区块链的协议，运行机制和底层实现等；3.	搭建基于区块链的底层架构，能实现公链、侧链、私有链及多种逻辑，供应用层调度使用，直至提供云服务输出；4.	组织制定和实施技术决策和技术方案，组织架构设计与升级优化。任职资格：1.	2年以 数字货币钱包实际开发经验； 2.	熟悉主流公链 (比特币/以太坊/EOS) 区块链底层技术和相应开发；3.	熟悉共识算法以及算法流程；4.	熟悉HTTP， TCP／IP， UDP 协议；5.	熟悉密码学，安全协议和加密算法；6.	熟悉共识算法或一致性算法者，如PoW、PBFT、PoS、DPos、RPCA、Raft熟悉各种数据结构和算法；7.	精通Go、C++，Python、Java中至少一种；8.	责任心强，良好的沟通能力和团队意识；9.	计算机相关专业本科以上学历。",深圳市 福田区 福田区
区块链开发工程师,12000-18000元,武汉3-5年大专,岗位职责：1、参与制定产品技术方案、Fabric集群部署于运维；2、参与区块链超级账本系统（Hyperledger/Fabric）服务端管理平台开发，链码开发。任职要求：1、三年以上Java、GO相关工作经验；2、熟练掌握Fabric技术理论，具备部署联盟链及集群扩展的能力，具备链码开发能力；3、熟练掌握Spring、SpringMVC、Mybatis等Java后端技术；    4、熟练掌握Tomcat、SVN、Maven的使用；5、熟悉HTML5、JavaScript、Ajax、CSS、JQuery等Web前端技术。,武汉市 洪山区 东湖高新技术 华中科技大学科技园
区块链技术经理,10000-15000元,杭州5-10年硕士,岗位职责：1、参与公司智慧农业软件系统的架构设计，包括微服务，      web应用，手机APP，小程序等；2、负责公司软件系统的研发工作，包括需求分析、概要设      计、模块编程、成果交付等；3、负责农业产品溯源项目的需求分析与调研等。任职要求：1、了解常见的非对称加密算法，比如RSA，ECC，DH；2、了解数字证书，CA等技术领域；3、熟悉联盟链产品，比如Fabric、Hyperledger、Quroum；4、熟悉网站前端与后端的开发框架，熟悉任何一门编程语      言，比如Java或Go语言；5、懂得区块链产品开发和运营。,杭州江干区钱江新城迪凯银座30楼
区块链项目管理,12000-18000元,杭州3-5年本科,"职责：1.	基本职责就是确保项目目标的实现，协调团队准时、优质地完成全部工作。2.	与各部门保持沟通，即时反馈阶段性的成果。3.	跟踪项目的进度，协调项目组成员之间的合作。4.	监督产生项目进展各阶段的文档，并与5.	与QA即时沟通，保证文档的完整和规范。6.	开发过程中的需求变更，项目经理需要跟运营了解需求，在无法判断新的需求对项目的整理影响程度的情况下，需同项目组成员商量，最后决定是否接收运营的需求，然后再跟运营协商。确定要变更需求的情况下，需产生需求变更文档，更改开发计划，通知QA。7.	项目提交测试后，项目经理需了解测试结果，根据测试的bug的严重程度来重新更改开发计划。8.	 向上汇报。向上级汇报项目的进展情况，需求变更等所有项目信息。9.	 项目完成的时候需要项目总结，产生项目总结文档。要求：1.	工作认真，责任心强；2.	较强的执行力；3.	具有,两年以上项目管理经验,PMP认证优先；4.	熟悉互联网相关产品知识；5.	具有良好的团队合作精神, 良好的分析能力、沟通技巧和管理能力；6.	具有良好的文档编写能力,精通项目管理软件。7.	有开发或者测试经验者，优先考虑。",杭州万塘路华星世纪大厦17楼
区块链工程师,20000-25000元,广州3-5年大专,岗位职责：1.负责基于区块链(Blockchain)的产品设计和研发； 2.研究区块链的协议，运行机制和底层实现等； 3.开发基于区块链的服务产品，包括后端协议、基础架构、系统服务及其相关客户端； 4.快速理解需求并作出可以运作的原型。 任职要求： 1.至少3年互联网或金融技术开发经验，学习能力优秀，善于沟通表达； 2.精通 Go/C++ 中至少一种，熟悉 Python/ C++/Golang/Scala 中至少一种 ； 3.精通各种数据结构和算法，对密码学，安全协议和加密算法有研究 ； 4.熟悉分布式、多线程及高性能的设计与编码及性能调优； 5.熟悉Linux，有加密货币或区块链技术实际实施经验的优先； 6.熟悉Ethereum、Quorum、Bitcoin、Hyperledger 等相关开源项目，有研究和贡献经验的优先； 7.有2年以上分布式系统架构和P2P网络系统开发经验的优先。,广州黄埔区建业六路
区块链分析师,7000-14000元,深圳3-5年本科,熟悉数字货币运行机制，熟悉区块链激励和共识理论和案例熟悉国内外行业发展动态,深圳市 南山区 世纪假日广场瑞思中心A座
区块链研发工程师,15000-30000元,北京经验不限大专,区块链研发工作师工作职责：负责区块链软件开发，软件部署，第三方平台对接，软件完善，文档撰写等工作。工作重点考核项目：1、软件代码编写速度，质量；2、准确理解和迅速领会领导，第三方传递的需求、任务并精准落实。3、配合领导按时完成软件的开发和使用。岗位任职要求：1、全日制本科以上学历；密码学、计算机、网络工程、应用数学、软件开发等相关专业；2、必须熟练掌握C++语言3、对操作系统，编译原理，网络原理，加密算法等底层技术有相当的兴趣及研究，精通SQL数据库，有分布式数据库开发经验者优先；4. 精通Windows或Linux环境下开发；有开源软件开发经验者优先；5. 具有区块链软件开发经验者优先，理解常见的区块链平台工作模式，如比特币，以太坊和超级账本项目Fabric等，熟悉如以太坊、HyperLedger开源框架，智能合约开发经验等；6、3年以上软件开发经验，条件优秀者，可放宽。,北京东城区京宝大厦101b
区块链高级研发工程师,15000-30000元,上海3-5年本科,高级研发工程师岗位职责：负责公司区块链项目的研发岗位要求1、有三年以上相关开发经验，熟悉C/C++/C#/Go程序的设计和开发；2、熟悉多线程、网络编程、异步LO等技术；3、对数据结构、算法感兴趣的优先；4、有大数据平台开发经验优先；5、有安全相关领域相关经验优先；6、有Etherum、blockchain经验优先。,上海市 长宁区 中山公园
区块链工程师,20000-30000元,深圳3-5年本科,岗位职责：?1、区块链技术分析：虚拟机/密码学/分布式系统/信息安全等；?2、eth合约编写；?3、公链研究及交易所对接?4、负责交易所公链对接部分的系统架构，确保安全与时效。?任职资格：?1、计算机、数学或金融学相关专业；?2、良好的英语读写能力；?3、熟悉Golang/C/JAVA/Python 中多门编程语言和常规数据库技术。?加分项：?对上述某一个相关领域/技术/软件精通?具备区块链开发经验或者有较深入区块链知识。,深圳市 南山区 伟杰大厦
区块链工程师,15000-25000元,深圳1-3年本科,本岗位有股权激励和年底分红熟悉区块链以太坊、EOS、比特，会搭建企业链。有区块链钱包开发经验，熟悉Dpos算法。熟悉区块链石墨烯架构者优先。熟悉智能合约引擎者优先。善于学习，数学功底较好。致力于区块链底层和跨链技术开发,深圳南山区讯美科技广场2栋401
区块链架构师,20000-30000元,成都5-10年本科,"福利待遇：1.正常绩效表现下每年16个月的薪水(非浮动).2.节假日福利奖金年均5000元.3.高规格的年度健康体检(市场价值 1200 元左右).4.月度午餐补贴 700 元, 交通补贴 400 元, 通讯补贴 200 元.5.入职购买高额六险一金(住房公积金缴纳比例: 12% ), 并为员工子女缴纳补充医疗保险.6.弹性上班时间/周末双休/带薪年假.7.Mac book pro + 24 inch monitor.岗位职责： 1.负责基于区块链(Blockchain)在建筑和金融行业的产品的设计和研发； 2.研究区块链的协议，运行机制和底层实现等； 3.开发基于区块链的服务产品，包括后端协议、基础架构、系统服务及其相关客户端。 岗位要求：1.本科以上学历，5年以上互联网架构设计和研发经验；2.熟悉 Java、Golang、C++ 任意一种或多种开发语言；3.熟悉各种数据结构和算法，对密码学，安全协议和加密算法有研究；4.熟悉并掌握区块链底层技术：P2P网络、加密技术、共识算法等；5.对区块链产品有深入了解，精通至少一种Hyperledger、以太坊、比特币等开源项目；6.具备金融行业背景者，或有实际区块链项目经验者优先；加分项：1.对 GitHub 的开源项目有贡献过代码, 且代码质量高.2.习惯用 google 而不是 baidu 去解决技术问题.3.有自己的技术博客且写过质量不错的文章.4.具备 geek 精神, 爱折腾, 关注并喜欢尝试各种各样的新技术.",成都市 武侯区 搜房金融大厦
区块链工程师,15000-25000元,北京3-5年本科,"职位诱惑：上市公司高管  政府扶持  高新企业  千万级天使轮  深耕金融行业职责描述:1.参与区块链核心系统的架构设计和研发工作, 研究区块链的协议，运行机制和底层实现等2.搭建基于区块链的底层架构，供应用层调度使用；3.从事核心代码的编写和技术难点的攻关,不断完善系统健壮性,代码质量和改善用户体验;4.参与区块链浏览器、monitor 等周边生态应用开发。 任职条件：1.本科以上学历，计算机相关专业毕业；2.精通Golang语言，有良好的编程习惯和编码风格；3.对计算机网络系统有深刻理解，有分布式，点对点网络协议或应用开发经验；4.有密码学知识背景或网络安全相关产品开发经验；5.具有强烈的进取心和求知欲望，善于学习和运用新知识，具有优秀的分析和解决问题的能力；6.有以下经验优先：－具有区块链应用的相关设计开发经验，了解区块链系统的核心思想和基础架构；－Hyperledger， 以太坊等公开区块链项目研究或参与者；－有分布式共识、分布式网络、应用密码学、加密算法、虚拟机/编译原理等经验； - 熟悉使用 gin/beego 等web框架进行API接口开发。",北京市 海淀区 京蒙高科A座 208室
区块链工程师,15000-30000元,广州1-3年本科,工作职责：1. 负责基于区块链技术公有链、联盟链、私有链的设计与代码开发；2. 对主流的企业级区块链平台开展研究，进行一定的改进和增强；3. 持续跟进学习区块链技术的演化迭代。职位要求：1. 3 年及以上互联网领域的设计开发经验；2. 熟练掌握 Go，Java，C++等主流区块链系统开发语言至少一种，Go 优先，参与过区块链开发社区并贡献源码者优先；3. 掌握主流区块链技术相关机制原理与去中心化思想；4. 工作积极主动，责任心强，善于沟通，具有良好的团队合作精神；5. 对大数据有研究和实践者优先；6. 能快速阅读英文论文及相关资料，学习能力强，自我驱动力强；7. 热爱区块链开发技术，有激情，有梦想，爱创新，追求卓越，能一起艰苦创业。,广州市 天河区 羊城创意产业园 3-08栋3层B区
架构师（区块链）,20000-40000元,成都3-5年大专,岗位职责：1、研究区块链的协议，运行机制和底层实现等，设计安全协议和架构2、结合领域业务场景需求（重点结合政府/金融场景），基于区块链技术，进行区块链架构搭建与平台开发3、负责区块链在产品中的技术落地4、参与区块链平台以及基于区块链平台的应用研发5、参与区块链底层平台核心算法设计及难点问题攻关6、积极配合客户场景及测试团队完成产品迭代升级任职要求：1、掌握Bitcoin，Ethereum，HyperLedger Fabric的区块链相关机制与原理2、理解各类主流的共识算法，包括不限于PoW，PoS，DPoS，PBFT，Paxos，Raft等3、熟练掌握GoLang，C++等主流区块链系统开发语言，参与各个区块链开发社区并贡献源码者优先4、了解一些主流NoSQL数据库的原理与使用，尤其是KV型数据库，包括不限于LevelDB，RocksDB等5、熟悉linux操作系统，熟练掌握Docker容器技术的原理，部署和使用优化6、了解IPFS协议，具备使用EOS+IPFS的开发实践经验优先 7、熟悉git、svn、hg等版本管理工具的使用8、一年以上区块链项目实际开发经验9、具备良好的团队合作精神，有创业激情和拼劲，渴望学习成长,成都市 武侯区 火炬时代C座
TEG15-区块链后台开发工程师（深圳,15000-30000元,深圳1-3年本科,工作职责：负责区块链产品TBaaS的底层架构设计和研发工作；研究区块链的协议，运行机制和底层实现。工作要求：对计算机网络、分布式系统、密码学、网络安全等有深刻理解；精通C/C++/Java/Go中的一种或多种语言；至少熟悉一种区块链开源项目，了解底层架构及原理，有实际开发经验优先；理解区块链各类主流共识算法，如PBFT、Paxos、Raft等。,深圳南山区腾讯大厦
技术总监（区块链）,28000-40000元,杭州3-5年本科,岗位职责：1、负责公司区块链项目核心系统技术架构设计、制定技术规范、完善开发流程、标准化建设、内部各类目录文档的编制、整理、管理；2、参与项目重大技术决策，参与制定项目总体技术方案，对项目进行质量评估，完成重难点项目的技术攻关、系统架构，实现公司的产品技术创新目标；3、组织制定和实施产品技术方案、制定项目计划并参与核心开发，调配资源，把握项目的整体进度；4、负责组织和管理内部的技术培训工作，研究与项目相关的新技术。任职要求：1、本科及以上学历，计算机相关专业，4年及以上开发工作经验；2、精通Java、C++、node.js、Golang、Python其中的一门语言；有丰富的MySQL、MongoDB、Redis等应用经验；3、熟练掌握Linux、docker等技术，拥有分布式、多线程及性能调优等技术经验；4、熟悉联盟链、智能合约相关技术，了解相关共识机制和算法；5、拥有团队合作管理和TDD开发有经验；6、极强的独立思考能力、学习能力，接受新事物。,杭州下城区朝晖华电弄78号306
区块链底层开发工程师,18000-30000元,杭州1-3年本科,区块链底层研发工程师职位描述：?职责描述：1.负责区块链相关产品的底层研发，包括底层协议，共识算法，加密算法，上层应用等，负责系统核心部分代码编写，优化底层、解决实际运行中的性能瓶颈等难题。2.参与技术方案设计与评审，新技术预研，难点攻克。3.维护和升级现有区块链平台软件产品和系统，出现问题时，可以快速定位并修复相关缺陷。针对性能瓶颈或架构缺陷，提出切实有效的解决方案，对系统持续改进，不断创新。4.参与需求分析文档和详细设计文档编写，参与开发规范的制定工作。5.持续提高自身技术能力，跟进行业区块链关键技术发展。?任职要求：1.本科以上学历，计算机，软件工程，数学或信息技术相关专业，具备较强的钻研能力，对新的技术有一定的敏感性，有区块链研发经验优先。2.精通C/C++语言，2年以上研发工作经历，具备良好学习能力，有良好的计算机基础能力，有过用C++参与大型系统架构设计和研发经验者优先。3.具备良好的沟通力、需求分析能力及执行力、逻辑思维能力及学习能力，热爱计算机编程，能自觉主动的学习新技术，良好的团队协作和管理能力。4.熟悉Linux环境下多进程/线程、文件系统及网络编程。,杭州余杭区中博大厦A座10楼1008室
区块链开发工程师,30000-60000元,长沙1-3年本科,任职要求：1、本科及以上学历，计算相关专业，五年以上软件开发经验，两年以上区块链相关开发经验；2、熟恶金融交易业务，有过交易所架构经验优先；3、有互联网产品高并发架构经验，熟悉MQ中间件、各类常用缓存、 Spring等主流技术和框架；熟悉Linux操作环境；4、精通java，熟练掌握Java、C、Go、 Node .js，Python等主流区块链系统开发语言至少一至两种；5、熟悉区块链底层技术原理，熟悉P2P网络和分布式存储，熟悉主流的共识机制；6、熟悉 Ethereum、 Open Chain。岗位职责:1、参与规划公司的技术发展路线与新产品研发，实现公司的技术创新目标；2、负责搭建基于区块链的底层架构，开发并实现区块链协议、运行机制、加密技术、共识算法和底层实现；3、组织制定区块链产品的技本方案，指导项目团队成员的开发工作，解决开发中的技术问题；4、参与公司产品业务流程优化重构，研发过程优化与改进；5、掌握区块链行业发展方向，提出具有前瞻性见解，引领行业未来；6、探索区块链技术在数字资产等应用的落地场景，为公司业务发展提供持续技木支撑。,长沙岳麓区长沙芯城科技园7栋十一楼
区块链实习生,4000-5000元,南京经验不限本科,职位描述区块链技术研发：1. 本科及以上学历，金融、计算机相关专业；2. 了解比特币，以太坊，超级账本的相关机制与原理；3. 了解区块链底层技术，参与过相关项目开发者优先；4. 熟练掌握Java、GoLang等主流区块链系统开发语言，了解数据库与网络交互的基本概念；5. 具有linux环境下开发及部署经验，应用过Docker容器技术优先；6. 具备一定协调沟通能力；,南京市 玄武区 谷阳世纪大厦 1403
区块链工程师,20000-40000元,杭州3-5年本科,"1、了解区块链基本概念，热爱区块链行业。2、了解一些基本的公有链项目，比如比特币、以太坊、EOS等。3、勇于自我迭代学习，自主钻研行业前沿技术。4、学习能力强， 精通一些语言，如（haskell, rust, c++, go）5、我们会培养大批人才。待遇看能力而定， 不封顶；",杭州市 西湖区 中节能·西溪首座 A1-1 522
区块链工具与服务开发,15000-30000元,北京1-3年本科,岗位职责：1.负责区块链底层的功能模块设计和编码，能够准确把握关键技术点，开展技术研究和方案设计，并完成高质量编码实现。2.专注于区块链技术与应用结合的工具服务开发，解决企业级区块链应用的基础性问题，持续保持技术创新和发展。3.注重团队协作，能够带领和指导初中级工程师开展研发任务。职位要求：1.?有后端服务开发经验，有包括前后端整体的应用架构经验；2.?熟练掌握?Java 语言，精通Java Web开发，掌握常用前端技术（Html5、CSS等）优先，有移动端开发经验优先；3. 精通 Spring 框架，熟悉 Spring Boot、MVC、Security、Test 等相关主题，掌握微服务架构方法和工具；4. 良好的编码规范，掌握TDD的方法和工具；5.?了解常见的区块链项目，掌握区块链原理和技术体系的优先,北京大兴区京东大厦
